Attack Team,Defense team,Date,Level,Comp,Zone,Origin,Start,Pass,Ruck,Clear,Contest,Score,Retain NEG,Retain Static,Retain Gain 1,Retain Gain +1,Retain Score,Retain HR neg,Retain HR Static,Retain HR Gain 1,Retain HR Gain +1,Lose gain neg,Lose Static,Lose Gain 1,Lose Gain +1,Lose HR neg,Lose HR Static,Lose HR Gain 1,Lose HR Gain +1,OUTCOME
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,4,,,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lose
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Turnover,1,11,5,,,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Turnover,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,2,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Turnover,1,18,8,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Scrum,1,1,3,,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,4,2,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,3,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Turnover,1,18,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,2,2,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lose
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Penalty,1,,,,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lose
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Restart,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,3,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,2,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,5,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Turnover,1,2,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,6,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Turnover,1,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Turnover,1,3,2,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Lineout,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Turnover,1,,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Scrum,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Free-kick,1,4,8,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Restart,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,11,6,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Free-kick,1,2,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,16,8,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Turnover,1,3,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Penalty,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Restart,1,3,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Turnover,1,5,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,2,3,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,6,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Free-kick,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Scrum,1,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,5,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,13,4,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,8,6,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,3,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,19,11,,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lose
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,16,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Lineout,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Turnover,1,3,4,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Restart,1,10,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,9,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Turnover,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Turnover,1,2,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,5,4,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Restart,1,8,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Lineout,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Kick fielded,1,24,18,,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Restart,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,2,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Turnover,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Kick fielded,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Turnover,1,,1,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,6,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Turnover,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Turnover,1,2,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,FRA,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Win
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Turnover,1,6,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,5,3,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lose
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
FRA,IRE,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,3,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lose
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,4,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,1,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,7,7,,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Opp 50,Kick fielded,1,5,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,2,3,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,14,9,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,2,2,,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,1,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 22,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Own 22,Free-kick,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,4,2,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Turnover,1,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Win
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Opp 22,Scrum,1,2,3,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lose
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Opp 50,Kick fielded,1,,1,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Opp 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,4,5,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Opp 22,Scrum,1,1,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Restart,1,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,20,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Turnover,1,,,,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Opp 22,Scrum,1,3,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 22,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,1,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,7,3,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Opp 50,Penalty,1,,,,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,2,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,10,6,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,1,2,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lose
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Own 22,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Opp 50,Kick fielded,1,4,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,IRE,2/4/2023,Elite Men International,6 Nations 2023,Own 22,Free-kick,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Opp 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
IRE,WAL,2/4/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,3,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
